age,job,marital,education,housing,loan,deposit
40,management,single,tertiary,yes,no,yes
43,technician,married,secondary,no,no,yes
26,student,single,tertiary,yes,no,yes
31,blue-collar,married,secondary,yes,no,yes
31,management,single,tertiary,no,no,yes
29,services,single,tertiary,no,no,yes
44,self-employed,divorced,tertiary,yes,no,yes
35,management,single,tertiary,no,no,yes
36,technician,single,secondary,yes,no,yes
30,admin.,single,secondary,no,no,yes
48,management,married,tertiary,no,yes,yes
33,management,single,unknown,yes,no,yes
36,management,married,tertiary,no,no,yes
46,admin.,married,secondary,no,no,yes
35,unemployed,single,tertiary,no,no,yes
46,technician,married,secondary,no,yes,yes
32,admin.,married,secondary,no,no,yes
46,services,married,secondary,no,no,yes
54,housemaid,married,tertiary,no,no,yes
36,management,married,tertiary,yes,no,yes
29,admin.,single,secondary,yes,no,yes
58,management,married,secondary,no,no,yes
35,admin.,divorced,secondary,yes,no,yes
30,management,single,tertiary,no,no,yes
31,technician,married,tertiary,no,no,yes
35,management,married,tertiary,no,no,yes
36,management,married,tertiary,no,no,yes
34,admin.,married,secondary,yes,no,yes
28,student,single,secondary,no,no,yes
23,services,single,secondary,yes,no,yes
46,blue-collar,married,unknown,yes,no,yes
33,unemployed,single,tertiary,no,no,yes
25,management,married,tertiary,yes,yes,yes
43,blue-collar,married,primary,no,no,yes
38,technician,single,secondary,no,no,yes
62,retired,married,secondary,no,no,yes
33,unknown,married,secondary,no,no,yes
53,management,married,unknown,yes,no,yes
38,technician,married,secondary,no,no,yes
32,entrepreneur,married,secondary,no,no,yes
24,student,single,secondary,no,no,yes
26,management,single,tertiary,no,no,yes
55,blue-collar,married,unknown,no,no,yes
47,management,married,tertiary,no,no,yes
58,blue-collar,single,secondary,yes,yes,yes
30,blue-collar,married,secondary,yes,no,yes
39,technician,single,secondary,yes,no,yes
30,admin.,single,tertiary,no,no,yes
34,blue-collar,divorced,unknown,no,no,yes
34,management,married,tertiary,no,no,yes
56,management,married,tertiary,no,no,yes
27,services,single,secondary,no,no,yes
46,self-employed,single,secondary,no,no,yes
32,management,married,tertiary,no,no,yes
27,services,single,secondary,no,no,yes
36,blue-collar,married,primary,yes,no,yes
46,admin.,single,tertiary,yes,no,yes
46,technician,married,secondary,no,no,yes
49,management,married,tertiary,no,no,yes
39,technician,married,tertiary,no,no,yes
33,technician,single,secondary,no,no,yes
48,entrepreneur,single,secondary,no,no,yes
38,blue-collar,married,secondary,no,no,yes
60,retired,married,secondary,no,no,yes
33,technician,single,secondary,yes,no,yes
64,management,married,tertiary,no,no,yes
22,self-employed,single,tertiary,no,no,yes
34,technician,divorced,tertiary,yes,no,yes
36,blue-collar,married,secondary,yes,no,yes
72,retired,married,primary,no,no,yes
37,services,married,secondary,yes,yes,yes
78,retired,divorced,primary,no,no,yes
31,technician,married,tertiary,no,yes,yes
20,student,single,secondary,no,no,yes
60,self-employed,married,primary,no,yes,yes
36,self-employed,married,secondary,yes,no,yes
51,technician,married,secondary,no,no,yes
26,blue-collar,single,secondary,no,no,yes
48,admin.,married,secondary,no,no,yes
49,management,married,tertiary,yes,no,yes
20,student,single,secondary,no,no,yes
77,retired,married,primary,no,no,yes
42,management,single,tertiary,yes,no,yes
31,admin.,single,secondary,yes,no,yes
56,blue-collar,married,secondary,yes,yes,yes
32,technician,single,tertiary,yes,no,yes
33,management,married,tertiary,yes,no,yes
33,management,single,tertiary,yes,no,yes
54,housemaid,married,secondary,yes,no,yes
28,student,single,tertiary,no,no,yes
41,unemployed,married,tertiary,no,no,yes
51,management,married,tertiary,no,no,yes
43,blue-collar,divorced,primary,no,no,yes
36,management,single,tertiary,no,no,yes
49,management,married,tertiary,yes,yes,yes
47,admin.,divorced,secondary,yes,no,yes
30,services,married,secondary,yes,no,yes
31,technician,married,tertiary,yes,no,yes
39,technician,married,secondary,yes,no,yes
40,management,married,tertiary,yes,no,yes
48,management,single,tertiary,yes,no,yes
30,services,divorced,secondary,yes,no,yes
41,entrepreneur,married,secondary,yes,no,yes
33,services,married,secondary,yes,yes,yes
25,student,single,secondary,no,no,yes
49,admin.,married,secondary,yes,no,yes
32,management,single,tertiary,yes,no,yes
64,management,married,tertiary,no,no,yes
28,student,single,secondary,no,no,yes
37,management,married,tertiary,no,no,yes
25,blue-collar,single,secondary,yes,no,yes
53,admin.,single,secondary,no,no,yes
62,self-employed,divorced,tertiary,yes,no,yes
34,services,married,secondary,no,no,yes
26,admin.,single,secondary,yes,no,yes
39,blue-collar,married,secondary,yes,no,yes
45,management,single,tertiary,yes,no,yes
19,student,single,primary,no,no,yes
33,blue-collar,divorced,unknown,yes,yes,yes
43,admin.,married,secondary,no,no,yes
35,technician,single,secondary,no,no,yes
52,blue-collar,married,secondary,no,no,yes
28,self-employed,single,secondary,yes,no,yes
35,blue-collar,single,secondary,yes,no,yes
50,blue-collar,married,primary,no,no,yes
37,services,married,secondary,no,no,yes
36,technician,married,secondary,yes,yes,yes
61,retired,married,secondary,no,no,yes
24,blue-collar,married,secondary,no,no,yes
35,services,single,primary,no,yes,yes
32,management,married,tertiary,yes,no,yes
45,blue-collar,married,secondary,yes,no,yes
43,blue-collar,married,secondary,no,no,yes
39,technician,married,secondary,yes,no,yes
35,management,divorced,tertiary,yes,no,yes
23,student,single,tertiary,no,no,yes
34,blue-collar,married,secondary,yes,no,yes
47,admin.,single,secondary,no,no,yes
21,student,single,secondary,no,no,yes
37,unknown,single,tertiary,no,no,yes
53,admin.,married,secondary,no,no,yes
46,blue-collar,married,primary,no,yes,yes
26,technician,single,tertiary,no,no,yes
51,admin.,married,tertiary,yes,yes,yes
58,entrepreneur,married,tertiary,yes,no,yes
51,admin.,single,secondary,no,no,yes
33,admin.,married,secondary,no,no,yes
46,housemaid,married,primary,no,no,yes
34,technician,single,tertiary,no,no,yes
40,blue-collar,married,primary,yes,no,yes
40,admin.,divorced,secondary,no,no,yes
46,technician,single,secondary,no,no,yes
59,entrepreneur,married,secondary,no,no,yes
34,technician,married,tertiary,yes,no,yes
49,management,divorced,tertiary,no,no,yes
28,management,single,tertiary,yes,no,yes
56,management,married,tertiary,yes,no,yes
28,technician,single,secondary,no,yes,yes
33,blue-collar,married,secondary,yes,no,yes
37,unemployed,single,secondary,no,no,yes
38,services,married,secondary,yes,no,yes
25,technician,single,secondary,no,no,yes
74,retired,married,tertiary,no,no,yes
42,unemployed,married,secondary,no,no,yes
29,housemaid,single,tertiary,no,no,yes
60,retired,married,secondary,no,no,yes
41,blue-collar,married,secondary,yes,no,yes
51,admin.,married,secondary,no,no,yes
49,blue-collar,married,primary,yes,no,yes
41,management,married,tertiary,no,no,yes
31,blue-collar,married,secondary,no,no,yes
25,admin.,single,secondary,no,no,yes
32,management,divorced,tertiary,no,no,yes
73,retired,married,tertiary,yes,no,yes
31,management,single,secondary,yes,no,yes
32,student,single,tertiary,no,no,yes
27,student,single,tertiary,yes,no,yes
60,retired,married,tertiary,yes,no,yes
34,admin.,married,tertiary,yes,no,yes
43,admin.,single,secondary,yes,no,yes
31,entrepreneur,single,tertiary,yes,yes,yes
42,management,single,tertiary,no,no,yes
27,services,single,secondary,no,no,yes
57,retired,married,tertiary,yes,yes,yes
30,management,single,tertiary,no,no,yes
45,admin.,divorced,tertiary,no,no,yes
49,admin.,single,secondary,yes,no,yes
31,management,single,tertiary,no,no,yes
41,management,divorced,tertiary,no,no,yes
57,technician,married,secondary,no,no,yes
57,management,divorced,unknown,no,no,yes
58,retired,married,secondary,no,no,yes
54,management,married,tertiary,no,no,yes
36,management,married,tertiary,no,no,yes
53,services,divorced,primary,yes,yes,yes
34,admin.,married,tertiary,no,yes,yes
27,unemployed,single,secondary,no,no,yes
41,services,single,secondary,yes,yes,yes
62,technician,married,secondary,no,no,yes
27,blue-collar,single,primary,no,no,yes
37,technician,married,secondary,no,no,yes
22,student,single,secondary,no,no,yes
27,student,single,tertiary,yes,no,yes
30,services,single,secondary,yes,no,yes
28,admin.,single,secondary,no,no,yes
27,admin.,single,secondary,yes,no,yes
42,management,divorced,secondary,yes,no,yes
36,management,married,tertiary,yes,no,yes
27,blue-collar,married,secondary,yes,no,yes
58,services,divorced,secondary,no,no,yes
55,technician,divorced,secondary,no,no,yes
52,admin.,divorced,secondary,yes,no,yes
42,management,single,tertiary,no,no,yes
46,management,divorced,tertiary,no,no,yes
32,technician,single,secondary,no,no,yes
52,technician,single,secondary,no,yes,yes
57,admin.,married,secondary,yes,no,yes
40,technician,single,secondary,yes,no,yes
30,self-employed,single,tertiary,no,no,yes
30,management,married,tertiary,yes,yes,yes
39,technician,divorced,secondary,no,no,yes
28,technician,single,secondary,yes,no,yes
34,management,married,tertiary,no,no,yes
30,management,single,tertiary,no,no,yes
24,technician,married,secondary,yes,no,yes
59,management,married,tertiary,no,no,yes
38,unemployed,married,tertiary,yes,no,yes
47,unemployed,married,primary,no,no,yes
52,blue-collar,married,secondary,yes,no,yes
35,student,single,secondary,yes,no,yes
61,management,married,tertiary,no,no,yes
46,self-employed,divorced,tertiary,no,no,yes
55,admin.,married,unknown,no,no,yes
42,technician,single,unknown,no,no,yes
26,management,single,tertiary,no,no,yes
58,admin.,married,secondary,no,no,yes
46,management,divorced,secondary,no,no,yes
39,management,married,secondary,no,no,yes
29,student,single,secondary,no,no,yes
21,technician,single,unknown,no,no,yes
57,technician,married,primary,yes,no,yes
31,management,single,tertiary,yes,no,yes
49,technician,divorced,unknown,no,no,yes
56,management,divorced,tertiary,yes,no,yes
30,admin.,married,secondary,yes,no,yes
34,technician,single,secondary,no,no,yes
35,management,single,tertiary,yes,no,yes
55,retired,divorced,secondary,no,yes,yes
44,blue-collar,married,secondary,yes,no,yes
36,technician,married,tertiary,no,no,yes
63,retired,divorced,primary,no,no,yes
37,management,married,tertiary,no,no,yes
58,retired,married,primary,no,no,yes
37,management,married,tertiary,no,no,yes
26,management,single,tertiary,no,no,yes
44,blue-collar,single,primary,yes,no,yes
37,technician,single,tertiary,yes,no,yes
53,management,divorced,tertiary,yes,no,yes
37,management,single,tertiary,yes,no,yes
40,blue-collar,married,primary,yes,no,yes
40,blue-collar,divorced,secondary,no,no,yes
31,management,married,tertiary,yes,yes,yes
36,self-employed,married,secondary,yes,no,yes
36,blue-collar,married,primary,no,no,yes
52,blue-collar,married,unknown,yes,no,yes
39,blue-collar,married,secondary,yes,yes,yes
47,admin.,married,unknown,no,no,yes
49,entrepreneur,married,secondary,yes,no,yes
32,technician,married,tertiary,no,no,yes
36,management,married,tertiary,yes,no,yes
27,technician,single,secondary,yes,no,yes
71,retired,divorced,primary,no,no,yes
32,blue-collar,married,secondary,yes,no,yes
29,management,single,tertiary,yes,no,yes
64,housemaid,married,primary,no,no,yes
24,student,single,secondary,no,no,yes
21,student,single,primary,no,no,yes
42,entrepreneur,divorced,secondary,yes,no,yes
47,blue-collar,married,secondary,yes,no,yes
53,blue-collar,divorced,primary,no,no,yes
33,admin.,single,secondary,no,no,yes
62,retired,married,primary,no,no,yes
33,blue-collar,married,secondary,no,no,yes
58,unemployed,married,secondary,yes,no,yes
52,services,married,secondary,no,no,yes
37,technician,single,secondary,no,no,yes
37,management,single,tertiary,no,no,yes
34,admin.,married,tertiary,no,yes,yes
79,retired,divorced,primary,no,no,yes
54,self-employed,married,tertiary,no,no,yes
28,admin.,single,secondary,yes,no,yes
33,management,married,tertiary,no,no,yes
21,blue-collar,married,primary,yes,yes,yes
46,self-employed,married,secondary,no,no,yes
38,technician,single,secondary,yes,no,yes
32,services,married,primary,yes,no,yes
34,self-employed,married,tertiary,no,no,yes
49,admin.,single,tertiary,yes,no,yes
31,technician,single,tertiary,no,no,yes
32,self-employed,married,secondary,yes,no,yes
38,blue-collar,single,tertiary,yes,no,yes
27,blue-collar,single,tertiary,no,no,yes
78,unknown,married,unknown,no,no,yes
60,retired,married,secondary,no,no,yes
36,admin.,married,tertiary,no,no,yes
75,retired,married,secondary,no,no,yes
30,management,single,tertiary,no,no,yes
30,management,single,tertiary,no,yes,yes
50,admin.,married,secondary,yes,no,yes
37,management,married,tertiary,no,no,yes
60,admin.,divorced,secondary,yes,yes,yes
26,management,single,tertiary,yes,no,yes
49,services,married,secondary,yes,no,yes
40,technician,single,tertiary,no,no,yes
46,admin.,married,secondary,no,no,yes
38,management,single,tertiary,no,no,yes
74,retired,divorced,secondary,no,no,yes
35,services,single,tertiary,no,no,yes
50,unemployed,married,secondary,no,no,yes
54,management,married,primary,no,no,yes
35,management,divorced,tertiary,yes,no,yes
36,unemployed,single,tertiary,no,no,yes
30,blue-collar,single,secondary,no,no,yes
36,services,married,secondary,no,no,yes
41,management,married,tertiary,no,no,yes
30,admin.,single,secondary,no,no,yes
39,entrepreneur,married,primary,yes,no,yes
34,services,single,tertiary,no,no,yes
32,services,married,secondary,yes,yes,yes
35,unemployed,married,primary,no,no,yes
50,management,married,tertiary,no,no,yes
28,services,married,secondary,yes,yes,yes
44,blue-collar,married,primary,yes,no,yes
32,blue-collar,married,primary,no,no,yes
30,management,single,tertiary,no,no,yes
59,retired,married,secondary,no,no,yes
35,technician,divorced,secondary,yes,yes,yes
30,blue-collar,married,secondary,yes,yes,yes
42,management,married,unknown,yes,no,yes
63,retired,married,secondary,no,no,yes
35,technician,single,secondary,yes,no,yes
43,unemployed,divorced,secondary,no,no,yes
27,technician,single,tertiary,no,no,yes
29,self-employed,single,tertiary,no,no,yes
54,unemployed,married,secondary,no,no,yes
80,retired,married,primary,no,no,yes
57,blue-collar,married,secondary,no,no,yes
33,management,single,tertiary,no,no,yes
65,retired,married,primary,no,no,yes
59,admin.,married,secondary,no,no,yes
30,housemaid,single,tertiary,no,no,yes
28,blue-collar,married,secondary,yes,no,yes
29,technician,married,secondary,no,yes,yes
31,self-employed,married,tertiary,yes,yes,yes
31,management,single,secondary,yes,no,yes
49,blue-collar,married,secondary,yes,no,yes
43,unemployed,married,tertiary,no,no,yes
40,unemployed,single,tertiary,no,no,yes
39,unemployed,married,primary,yes,no,yes
71,technician,married,secondary,no,no,yes
38,self-employed,single,tertiary,no,no,yes
30,management,single,tertiary,yes,no,yes
45,unemployed,married,secondary,yes,no,yes
67,retired,divorced,secondary,no,no,yes
58,admin.,married,secondary,yes,no,yes
45,admin.,divorced,secondary,yes,no,yes
34,management,married,tertiary,no,no,yes
27,technician,single,tertiary,yes,no,yes
51,blue-collar,married,primary,no,no,yes
38,management,married,unknown,no,no,yes
28,management,single,tertiary,no,no,yes
25,student,single,secondary,no,no,yes
37,services,married,secondary,no,no,yes
38,blue-collar,married,secondary,yes,no,yes
37,technician,single,secondary,no,no,yes
34,management,single,tertiary,no,no,yes
37,technician,single,tertiary,no,no,yes
76,retired,divorced,primary,no,no,yes
48,management,married,tertiary,no,no,yes
49,technician,divorced,tertiary,yes,no,yes
62,housemaid,married,secondary,no,no,yes
33,services,single,unknown,no,no,yes
19,student,single,unknown,no,no,yes
25,student,single,secondary,no,no,yes
31,services,divorced,primary,yes,no,yes
38,technician,single,tertiary,no,no,yes
31,technician,single,tertiary,yes,no,yes
24,student,single,tertiary,no,no,yes
24,self-employed,single,tertiary,no,no,yes
26,technician,single,secondary,no,no,yes
73,retired,married,tertiary,no,no,yes
29,entrepreneur,married,secondary,yes,yes,yes
49,admin.,married,secondary,yes,no,yes
42,management,married,primary,yes,no,yes
68,retired,single,tertiary,no,no,yes
60,management,married,tertiary,no,no,yes
53,management,divorced,tertiary,no,no,yes
62,retired,married,secondary,no,no,yes
33,management,single,tertiary,yes,no,yes
36,housemaid,married,primary,yes,no,yes
46,services,married,primary,yes,no,yes
37,housemaid,married,secondary,no,yes,yes
53,blue-collar,married,secondary,no,no,yes
34,admin.,married,secondary,no,no,yes
24,blue-collar,single,secondary,no,no,yes
36,management,married,tertiary,no,no,yes
34,technician,married,secondary,yes,no,yes
48,blue-collar,single,primary,no,no,yes
43,self-employed,single,unknown,no,no,yes
32,technician,divorced,tertiary,no,no,yes
46,blue-collar,married,secondary,yes,no,yes
32,blue-collar,single,secondary,yes,no,yes
45,blue-collar,married,primary,yes,no,yes
29,unemployed,single,primary,no,no,yes
25,management,single,tertiary,yes,yes,yes
20,student,single,secondary,no,no,yes
45,blue-collar,married,secondary,yes,no,yes
42,admin.,divorced,secondary,yes,no,yes
29,blue-collar,married,secondary,yes,yes,yes
23,self-employed,single,tertiary,no,no,yes
37,management,married,tertiary,no,no,yes
35,management,married,tertiary,no,no,yes
61,retired,married,tertiary,no,no,yes
31,management,single,tertiary,no,no,yes
41,management,married,primary,yes,no,yes
34,blue-collar,divorced,secondary,yes,no,yes
32,services,single,secondary,yes,no,yes
32,technician,married,tertiary,yes,no,yes
34,technician,single,secondary,yes,no,yes
35,blue-collar,married,unknown,yes,no,yes
44,admin.,married,secondary,no,no,yes
32,services,single,unknown,no,no,yes
34,admin.,married,secondary,yes,no,yes
50,entrepreneur,married,primary,yes,no,yes
32,technician,single,secondary,yes,no,yes
23,blue-collar,married,secondary,no,no,yes
32,blue-collar,single,secondary,no,yes,yes
60,housemaid,married,secondary,no,no,yes
44,admin.,single,secondary,no,no,yes
30,admin.,married,secondary,yes,no,yes
37,technician,married,unknown,no,no,yes
35,technician,single,tertiary,no,no,yes
36,services,divorced,secondary,no,yes,yes
39,management,married,secondary,yes,no,yes
25,technician,married,tertiary,yes,no,yes
33,management,single,tertiary,yes,no,yes
28,blue-collar,single,secondary,yes,no,yes
31,self-employed,single,tertiary,yes,yes,yes
56,retired,married,primary,no,no,yes
41,entrepreneur,married,secondary,no,no,yes
68,retired,divorced,primary,no,no,yes
61,admin.,married,tertiary,no,no,yes
37,management,single,tertiary,yes,yes,yes
28,student,single,secondary,no,no,yes
46,admin.,married,secondary,yes,no,yes
53,services,divorced,secondary,yes,yes,yes
32,services,single,secondary,yes,no,yes
33,admin.,single,secondary,yes,no,yes
57,housemaid,married,tertiary,no,no,yes
41,technician,married,tertiary,yes,no,yes
24,technician,single,secondary,no,no,yes
45,student,single,unknown,no,no,yes
49,management,married,secondary,yes,no,yes
30,blue-collar,single,primary,yes,no,yes
26,services,single,secondary,no,no,yes
57,management,married,tertiary,no,no,yes
39,blue-collar,married,unknown,yes,no,yes
40,technician,single,tertiary,yes,no,yes
52,retired,divorced,tertiary,yes,no,yes
35,technician,single,tertiary,no,no,yes
46,admin.,divorced,secondary,no,no,yes
49,services,divorced,secondary,no,no,yes
22,student,single,secondary,no,no,yes
36,technician,married,tertiary,no,no,yes
38,technician,married,secondary,yes,no,yes
40,management,married,tertiary,yes,yes,yes
24,technician,married,secondary,yes,no,yes
78,retired,divorced,primary,no,no,yes
25,technician,single,secondary,no,no,yes
63,management,married,tertiary,no,no,yes
31,management,single,tertiary,no,no,yes
41,technician,single,secondary,yes,no,yes
50,retired,married,secondary,no,no,yes
27,self-employed,single,tertiary,no,no,yes
27,blue-collar,single,secondary,yes,no,yes
50,technician,divorced,secondary,no,no,yes
44,management,married,tertiary,no,no,yes
26,self-employed,single,tertiary,no,no,yes
46,technician,married,unknown,no,no,yes
36,services,married,secondary,no,no,yes
35,management,single,tertiary,no,no,yes
68,retired,married,secondary,no,no,yes
50,admin.,divorced,secondary,no,yes,yes
36,services,married,unknown,no,no,yes
34,admin.,divorced,secondary,no,no,yes
30,management,single,tertiary,no,no,yes
22,admin.,single,secondary,no,no,yes
59,admin.,married,secondary,yes,no,yes
60,blue-collar,married,primary,no,no,yes
32,technician,married,secondary,no,no,yes
46,self-employed,married,tertiary,no,no,yes
23,student,single,secondary,no,no,yes
22,self-employed,single,secondary,no,yes,yes
59,services,married,secondary,yes,no,yes
26,management,single,tertiary,no,no,yes
35,management,divorced,tertiary,yes,no,yes
53,retired,married,secondary,yes,no,yes
39,management,married,tertiary,yes,no,yes
32,technician,married,secondary,no,yes,yes
41,management,married,tertiary,no,no,yes
37,admin.,single,secondary,yes,yes,yes
35,management,married,tertiary,yes,no,yes
42,management,married,tertiary,no,no,yes
27,admin.,divorced,secondary,yes,no,yes
57,unknown,married,unknown,no,no,yes
41,blue-collar,married,primary,yes,no,yes
37,housemaid,single,secondary,yes,no,yes
44,unemployed,divorced,tertiary,no,no,yes
32,technician,single,tertiary,yes,no,yes
34,admin.,married,tertiary,yes,no,yes
42,services,married,tertiary,no,no,yes
54,admin.,married,secondary,yes,no,yes
48,self-employed,married,tertiary,no,no,yes
73,retired,married,primary,no,no,yes
33,management,married,tertiary,no,no,yes
42,management,married,tertiary,yes,no,yes
57,admin.,married,secondary,no,no,yes
29,services,single,primary,no,no,yes
47,blue-collar,married,secondary,no,no,yes
51,management,married,tertiary,no,no,yes
34,management,married,tertiary,no,no,yes
25,technician,single,secondary,yes,no,yes
50,admin.,married,secondary,no,no,yes
47,admin.,single,secondary,no,no,yes
40,technician,married,secondary,yes,no,yes
79,retired,married,secondary,no,no,yes
30,student,single,secondary,no,no,yes
54,self-employed,single,tertiary,no,yes,yes
53,blue-collar,married,primary,yes,no,yes
33,blue-collar,divorced,secondary,yes,no,yes
60,management,married,tertiary,no,no,yes
35,self-employed,single,tertiary,no,no,yes
46,admin.,married,secondary,no,no,yes
52,services,married,primary,yes,no,yes
50,management,married,tertiary,no,yes,yes
47,admin.,married,secondary,no,no,yes
73,retired,married,tertiary,no,no,yes
35,admin.,married,tertiary,no,no,yes
26,blue-collar,married,secondary,yes,yes,yes
46,management,married,tertiary,yes,no,yes
42,management,married,tertiary,yes,no,yes
29,self-employed,single,tertiary,no,no,yes
30,management,single,tertiary,no,no,yes
37,management,married,tertiary,no,no,yes
28,admin.,single,unknown,no,no,yes
32,blue-collar,married,secondary,yes,no,yes
53,management,married,tertiary,no,no,yes
41,self-employed,married,secondary,yes,no,yes
40,services,married,secondary,yes,no,yes
53,technician,married,tertiary,no,no,yes
64,retired,divorced,primary,no,no,yes
32,technician,married,secondary,yes,no,yes
48,technician,married,secondary,no,no,yes
35,admin.,single,secondary,yes,no,yes
43,management,married,tertiary,no,no,yes
25,services,single,secondary,no,no,yes
43,management,married,tertiary,no,no,yes
29,management,single,tertiary,yes,no,yes
61,management,single,tertiary,no,no,yes
64,retired,married,unknown,no,no,yes
27,technician,single,tertiary,no,no,yes
38,technician,single,tertiary,yes,yes,yes
36,management,married,tertiary,no,no,yes
61,self-employed,married,tertiary,no,no,yes
49,blue-collar,divorced,primary,yes,no,yes
33,blue-collar,single,primary,no,no,yes
25,blue-collar,single,secondary,yes,no,yes
33,blue-collar,single,secondary,no,no,yes
51,management,married,tertiary,no,no,yes
32,blue-collar,married,secondary,yes,no,yes
32,admin.,married,secondary,no,yes,yes
72,retired,married,primary,no,no,yes
34,admin.,married,secondary,yes,no,yes
38,technician,married,secondary,no,no,yes
35,management,married,tertiary,no,no,yes
38,technician,divorced,tertiary,no,no,yes
43,blue-collar,single,primary,no,yes,yes
31,technician,single,tertiary,no,no,yes
30,management,married,tertiary,no,no,yes
22,student,single,primary,no,no,yes
46,admin.,married,secondary,yes,yes,yes
52,management,married,tertiary,no,no,yes
35,technician,single,tertiary,yes,no,yes
71,retired,married,primary,no,no,yes
30,management,single,tertiary,yes,no,yes
25,student,single,secondary,no,no,yes
34,management,single,tertiary,yes,no,yes
51,admin.,married,secondary,no,no,yes
25,services,single,secondary,yes,no,yes
48,management,married,tertiary,yes,no,yes
42,blue-collar,married,secondary,yes,no,yes
55,management,married,unknown,yes,no,yes
38,admin.,single,secondary,no,no,yes
26,blue-collar,single,secondary,yes,no,yes
27,admin.,married,tertiary,no,no,yes
75,retired,married,primary,no,no,yes
32,technician,single,secondary,no,no,yes
39,management,single,tertiary,no,no,yes
46,technician,single,secondary,no,no,yes
40,management,married,tertiary,yes,no,yes
36,blue-collar,divorced,secondary,no,no,yes
54,self-employed,divorced,primary,yes,no,yes
42,management,married,tertiary,yes,no,yes
42,management,married,tertiary,no,no,yes
37,blue-collar,single,secondary,yes,no,yes
25,student,single,unknown,no,no,yes
29,management,single,tertiary,no,no,yes
32,management,single,tertiary,yes,no,yes
64,retired,married,secondary,yes,no,yes
55,management,married,tertiary,no,no,yes
56,management,married,primary,no,no,yes
28,admin.,single,unknown,yes,no,yes
52,management,divorced,tertiary,no,no,yes
36,technician,divorced,secondary,yes,no,yes
25,student,married,tertiary,yes,no,yes
66,self-employed,married,tertiary,no,no,yes
31,management,single,tertiary,yes,no,yes
43,technician,divorced,unknown,no,no,yes
59,management,married,tertiary,no,no,yes
35,management,married,unknown,yes,yes,yes
48,admin.,married,primary,yes,yes,yes
38,admin.,married,tertiary,no,no,yes
27,admin.,married,secondary,no,no,yes
25,student,single,secondary,no,no,yes
56,management,married,unknown,no,no,yes
54,management,divorced,tertiary,yes,no,yes
36,unemployed,married,tertiary,no,no,yes
31,admin.,single,secondary,no,no,yes
62,entrepreneur,married,secondary,no,no,yes
31,technician,single,tertiary,no,no,yes
66,retired,divorced,unknown,no,no,yes
32,management,single,tertiary,yes,no,yes
40,services,divorced,secondary,yes,no,yes
43,blue-collar,married,primary,yes,no,yes
51,housemaid,divorced,secondary,no,no,yes
34,blue-collar,married,secondary,no,no,yes
47,management,married,tertiary,no,no,yes
36,management,single,tertiary,yes,no,yes
27,technician,single,tertiary,no,no,yes
52,services,divorced,secondary,yes,yes,yes
44,housemaid,single,primary,no,no,yes
26,technician,married,secondary,no,no,yes
32,technician,married,secondary,no,no,yes
34,management,married,tertiary,yes,no,yes
35,technician,married,tertiary,no,no,yes
32,management,single,tertiary,yes,no,yes
43,self-employed,married,secondary,yes,no,yes
50,unemployed,married,primary,no,no,yes
40,blue-collar,married,primary,yes,no,yes
29,self-employed,single,tertiary,yes,no,yes
32,technician,married,secondary,yes,no,yes
50,management,married,tertiary,no,no,yes
65,unemployed,married,secondary,no,no,yes
59,self-employed,married,tertiary,no,no,yes
44,entrepreneur,married,tertiary,no,no,yes
33,admin.,married,secondary,yes,no,yes
33,management,single,tertiary,no,no,yes
57,unemployed,married,secondary,no,no,yes
38,management,single,tertiary,yes,no,yes
49,management,married,tertiary,no,no,yes
45,blue-collar,married,unknown,yes,no,yes
25,technician,single,secondary,no,yes,yes
22,housemaid,single,secondary,no,no,yes
32,management,single,tertiary,no,no,yes
36,services,single,secondary,no,no,yes
32,management,divorced,tertiary,no,yes,yes
45,blue-collar,single,secondary,no,no,yes
35,housemaid,single,secondary,yes,no,yes
23,student,single,secondary,no,no,yes
50,blue-collar,married,primary,no,no,yes
31,management,married,tertiary,no,no,yes
61,retired,married,tertiary,yes,no,yes
42,blue-collar,married,primary,yes,no,yes
39,blue-collar,married,secondary,no,no,yes
37,technician,single,secondary,no,no,yes
30,blue-collar,single,secondary,yes,no,yes
55,unemployed,divorced,secondary,yes,no,yes
30,services,divorced,primary,yes,no,yes
57,management,married,tertiary,no,no,yes
31,unemployed,single,tertiary,no,no,yes
37,entrepreneur,divorced,secondary,yes,yes,yes
34,blue-collar,married,secondary,no,no,yes
31,technician,married,secondary,yes,no,yes
52,technician,married,tertiary,no,no,yes
48,unemployed,divorced,secondary,no,no,yes
73,retired,married,primary,no,no,yes
54,retired,divorced,tertiary,no,no,yes
38,admin.,married,secondary,no,no,yes
39,blue-collar,married,primary,no,no,yes
44,self-employed,single,tertiary,yes,no,yes
29,admin.,single,secondary,no,no,yes
51,management,married,tertiary,no,no,yes
31,blue-collar,married,secondary,yes,no,yes
33,services,single,secondary,yes,no,yes
39,self-employed,married,tertiary,no,no,yes
30,technician,married,secondary,yes,no,yes
39,technician,married,secondary,yes,no,yes
25,management,married,tertiary,no,no,yes
57,admin.,single,secondary,yes,no,yes
35,management,married,tertiary,no,no,yes
27,blue-collar,single,secondary,no,no,yes
27,technician,single,secondary,yes,no,yes
28,self-employed,single,tertiary,no,no,yes
41,admin.,single,secondary,yes,no,yes
46,blue-collar,married,primary,yes,no,yes
38,management,divorced,secondary,yes,no,yes
35,technician,married,secondary,no,no,yes
